trial,score,vs_left,action,win_probability,round,win_low,win_high,conv_low,conv_high
1,17,1,large,0.0327455926080469,1,70.0,100.0,,
1,17,1,very_small,0.018488145359400385,1,70.0,100.0,,
1,17,2,small,0.06031632873966117,1,70.0,100.0,,
1,17,2,large,0.058254157461409876,1,70.0,100.0,,
1,17,2,very_small,0.033689828053449736,1,70.0,100.0,,
1,17,3,small,0.10741105671679947,1,70.0,100.0,,
1,17,3,large,0.10381906452978304,1,70.0,100.0,,
1,17,3,very_small,0.05988078972745225,1,70.0,100.0,,
1,18,0,small,0.01860587702582549,1,70.0,100.0,,
1,18,0,large,0.017843577588766195,1,70.0,100.0,,
1,18,1,small,0.03389583384921643,1,70.0,100.0,,
1,18,1,large,0.0325321236537386,1,70.0,100.0,,
1,18,1,very_small,0.018532616657059502,1,70.0,100.0,,
1,18,2,small,0.06025104935004325,1,70.0,100.0,,
1,18,2,large,0.0578791706499594,1,70.0,100.0,,
1,18,2,very_small,0.03376968181843306,1,70.0,100.0,,
1,18,3,small,0.1072961641464842,1,70.0,100.0,,
1,18,3,large,0.10316201639062211,1,70.0,100.0,,
1,18,3,very_small,0.06000938849012974,1,70.0,100.0,,
1,19,0,small,0.018584405547349768,1,70.0,100.0,,
1,19,0,large,0.017701596501724086,1,70.0,100.0,,
1,19,1,small,0.033858099144376035,1,70.0,100.0,,
1,19,1,large,0.03227233873290277,1,70.0,100.0,,
1,19,1,very_small,0.018619213203561143,1,70.0,100.0,,
1,19,2,small,0.06018559127216894,1,70.0,100.0,,
1,19,2,large,0.05742103994469086,1,70.0,100.0,,
1,19,2,very_small,0.03392299373560139,1,70.0,100.0,,
1,19,3,small,0.10718170604070787,1,70.0,100.0,,
1,19,3,large,0.1023546483307065,1,70.0,100.0,,
1,19,3,very_small,0.06027004959806228,1,70.0,100.0,,
1,20,0,small,0.018561563111462252,1,70.0,100.0,,
1,20,0,large,0.017535655229546972,1,70.0,100.0,,
1,20,1,small,0.03381773280522414,1,70.0,100.0,,
1,20,1,large,0.03196886174801283,1,70.0,100.0,,
1,20,1,very_small,0.018727065390309827,1,70.0,100.0,,
1,20,2,small,0.06011567076803686,1,70.0,100.0,,
1,20,2,large,0.05688439629731124,1,70.0,100.0,,
1,20,2,very_small,0.03411298191609131,1,70.0,100.0,,
1,20,3,small,0.10705997942249072,1,70.0,100.0,,
1,20,3,large,0.10140532733820405,1,70.0,100.0,,
1,20,3,very_small,0.06059961403638203,1,70.0,100.0,,
1,21,0,small,0.018536074947919336,1,70.0,100.0,,
1,21,0,large,0.017347444022141584,1,70.0,100.0,,
1,21,1,small,0.03377243189252631,1,70.0,100.0,,
1,21,1,large,0.031647393625014085,1,70.0,100.0,,
1,21,1,very_small,0.0188389067770608,1,70.0,100.0,,
1,21,2,small,0.060037166728910935,1,70.0,100.0,,
